SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,SIG936,SIG1020,R305_312,R312_320,STD305_312,STD312_320,OZ305_312,OZ312_320,OZONE,WATER,AOT1020,ID,
8442,2/6/2013,18:24:29,37.867,-122.267,95,1013,60.11,19,54.45,179.4,172.17,397.89,774.29,0.3039,1.0417,0.062,0.027,291.8,300.6,286.7,0.63,0.144,5,
8442,2/6/2013,18:24:42,37.867,-122.267,95,1013,60.09,19,60.27,193.99,187.85,465.11,944.21,0.3107,1.0327,0.002,0.001,288.3,304.8,278.5,0.72,0.045,5,
8442,2/6/2013,18:24:54,37.867,-122.267,95,1013,60.07,19.1,60.29,193.51,188.2,465.8,945.61,0.3115,1.0282,0.009,0.006,288,307.1,276.7,0.72,0.045,5,
8442,2/6/2013,18:25:08,37.867,-122.267,95,1013,60.04,19.1,58.62,190.77,184.08,455.22,914.85,0.3074,1.0364,0.033,0.02,290.6,303.7,282.8,0.7,0.061,5,
8442,2/6/2013,18:25:27,37.867,-122.267,95,1013,60.01,19.1,61.2,194.08,189.09,466.39,946.22,0.3153,1.0264,0.01,0.009,286.5,308.6,273.4,0.72,0.044,5,
8442,2/6/2013,18:26:37,37.867,-122.267,95,1013,59.88,19.2,61.41,194.05,188.87,464.56,943.78,0.3165,1.0274,0.004,0.002,287.1,309.6,273.7,0.72,0.046,6,
8442,2/6/2013,18:26:54,37.867,-122.267,95,1013,59.85,19.2,61.72,194.87,189.22,461.28,937.91,0.3168,1.0299,0.021,0.02,287.2,308.8,274.4,0.72,0.049,6,
8442,2/6/2013,18:27:06,37.867,-122.267,95,1012,59.83,19.2,62.44,197.85,191.25,469.25,952.21,0.3156,1.0345,0.004,0.004,288.1,307.1,276.8,0.73,0.041,6,
8442,2/6/2013,18:27:18,37.867,-122.267,95,1013,59.81,19.3,62.63,195.93,190.4,460.19,928.48,0.3197,1.029,0.013,0.013,286,309.7,272,0.71,0.054,6,
8442,2/6/2013,18:27:30,37.867,-122.267,95,1013,59.79,19.3,62.94,198.5,191.55,469.04,949.78,0.3171,1.0363,0.004,0.003,287.6,306.7,276.3,0.72,0.043,6,
8442,2/6/2013,18:27:42,37.867,-122.267,95,1013,59.76,19.3,63.23,199.33,192.03,467.15,952.94,0.3172,1.038,0.007,0.004,287.8,306.1,276.9,0.73,0.041,6,
8442,2/6/2013,18:27:58,37.867,-122.267,95,1013,59.74,19.3,60.92,198.81,187.09,447.04,905.57,0.3064,1.0627,0.016,0.006,294,295.6,293.1,0.72,0.067,6,
8442,2/6/2013,18:28:54,37.867,-122.267,95,1013,59.64,19.2,63.9,198.36,191.99,466.77,948.12,0.3221,1.0332,0.006,0.005,286.3,309.8,272.3,0.73,0.044,7,
8442,2/6/2013,18:29:15,37.867,-122.267,95,1013,59.6,19.1,63.66,200.13,191.9,468.45,945.76,0.3181,1.0429,0.005,0.002,288.9,305.9,278.8,0.72,0.045,7,
8442,2/6/2013,18:29:31,37.867,-122.267,95,1013,59.57,19,64.12,199.41,192.48,468.25,947.13,0.3216,1.036,0.006,0.007,287.2,309.2,274.1,0.73,0.045,7,
8442,2/6/2013,18:29:49,37.867,-122.267,95,1013,59.54,18.9,64.61,200.99,192.96,467.11,948.58,0.3215,1.0416,0.006,0.006,287.6,307.1,276,0.73,0.044,7,
8442,2/6/2013,18:30:05,37.867,-122.267,95,1013,59.51,18.9,64.93,202.28,193.94,469.61,951.79,0.321,1.043,0.002,0.001,288.1,306.8,277,0.73,0.042,7,
8442,2/6/2013,18:30:37,37.867,-122.267,95,1013,59.46,18.8,65.52,203.99,195.01,467.69,940.97,0.3212,1.046,0.006,0.005,288.5,306.1,278.1,0.72,0.048,7,
8442,2/6/2013,18:30:57,37.867,-122.267,95,1013,59.42,18.7,65.95,204.65,195.27,466.42,940.68,0.3223,1.048,0.005,0.004,288.2,305.6,278,0.72,0.048,7,
8442,2/6/2013,18:31:12,37.867,-122.267,95,1013,59.4,18.7,66.13,204.96,196.36,467.69,944.1,0.3227,1.0438,0.009,0.003,288.3,307.7,276.7,0.73,0.046,7,
8442,2/6/2013,18:31:54,37.867,-122.267,95,1014,59.32,18.6,66.57,205.97,196.02,469.11,945.83,0.3232,1.0508,0.005,0.003,288.6,305.4,278.7,0.73,0.046,7,
8442,2/6/2013,18:35:06,37.867,-122.267,95,1014,59,18.5,69.05,205.82,198.75,454.3,900.61,0.3358,1.0355,0.034,0.031,284.9,316,266.4,0.7,0.071,8,
8442,2/6/2013,18:35:32,37.867,-122.267,95,1014,58.95,18.8,70.45,213.17,202.03,476.12,951.74,0.3305,1.0552,0.002,0.002,288.1,307.6,276.6,0.73,0.043,8,
8442,2/6/2013,18:35:56,37.867,-122.267,95,1014,58.91,19,71,214.69,203.12,477.38,952.86,0.3307,1.057,0.002,0.002,288.4,307.2,277.2,0.72,0.042,8,
8442,2/6/2013,18:36:12,37.867,-122.267,95,1015,58.89,19.2,71.07,214.25,203.15,477.07,952.76,0.3317,1.0546,0.002,0.004,288,308.4,275.9,0.73,0.043,8,
8442,2/6/2013,18:36:51,37.867,-122.267,95,1015,58.82,19.6,71.41,214.26,202.83,465.79,932.07,0.3333,1.0564,0.012,0.009,287.8,308.4,275.5,0.72,0.054,8,
8442,2/6/2013,18:37:20,37.867,-122.267,95,1015,58.77,19.8,71.98,216.13,204.48,474.19,952.13,0.333,1.057,0.006,0.006,288.4,308.7,276.3,0.73,0.043,8,
8442,2/11/2013,20:35:53,37.867,-122.267,95,1011,51.71,19.9,143.3,403.26,362.36,667.76,1002.91,0.3553,1.1129,0.005,0.005,336.5,355.2,325.5,0.49,0.02,9,
8442,2/11/2013,20:36:08,37.867,-122.267,95,1011,51.71,19.9,142.67,403.86,362.23,665.99,995.37,0.3533,1.1149,0.008,0.004,337.8,354.1,328.1,0.48,0.024,9,
8442,2/11/2013,20:36:22,37.867,-122.267,95,1011,51.72,19.9,142.6,404.99,362.91,675.47,1019.53,0.3521,1.116,0.003,0.001,338.4,353.6,329.5,0.5,0.009,9,
8442,2/11/2013,20:36:35,37.867,-122.267,95,1010,51.72,19.9,143.13,405.32,363.89,673.4,1013.2,0.3531,1.1138,0.004,0.003,337.8,354.7,327.8,0.49,0.013,9,
8442,2/11/2013,20:36:48,37.867,-122.267,95,1011,51.72,19.9,143.34,404.76,363.64,674.54,1021.11,0.3541,1.1131,0.004,0.003,337.2,355,326.6,0.5,0.008,9,
8442,2/11/2013,20:39:33,37.867,-122.267,95,1011,51.77,20,138.42,396.6,356.71,653.18,990.28,0.349,1.1118,0.014,0.004,339.9,355.2,330.8,0.5,0.027,9,
8442,2/11/2013,20:39:55,37.867,-122.267,95,1012,51.77,20.1,142.16,402.68,362.08,669.69,1016,0.353,1.1121,0.003,0.004,337.4,354.9,327,0.5,0.012,9,
8442,2/11/2013,20:40:10,37.867,-122.267,95,1012,51.78,20.1,142.78,402.88,362.75,668.53,1017.86,0.3544,1.1106,0.004,0.003,336.5,355.6,325.2,0.51,0.01,10,
8442,2/11/2013,20:40:23,37.867,-122.267,95,1012,51.78,20.2,142.44,403.33,362.67,666.03,1013.1,0.3532,1.1121,0.004,0.004,337.2,354.8,326.8,0.51,0.013,10,
8442,2/11/2013,20:40:34,37.867,-122.267,95,1012,51.79,20.2,141.65,402.85,360.47,654.59,988.35,0.3516,1.1176,0.012,0.003,338.1,352,329.9,0.49,0.029,10,
8442,2/11/2013,20:40:45,37.867,-122.267,95,1012,51.79,20.2,142.53,403.91,362.73,662.11,1004.12,0.3529,1.1135,0.002,0.004,337.4,354,327.5,0.5,0.019,10,
8442,2/11/2013,20:40:56,37.867,-122.267,95,1012,51.79,20.3,142.19,401.81,361.89,659.24,1002.69,0.3539,1.1103,0.011,0.007,336.7,355.6,325.5,0.5,0.02,10,
8442,2/11/2013,20:42:09,37.867,-122.267,95,1010,51.82,20.5,141.5,395.97,359.98,653.43,981.79,0.3574,1.1,0.011,0.009,334.5,360.9,318.9,0.48,0.033,11,
8442,2/11/2013,20:42:33,37.867,-122.267,95,1010,51.82,20.6,141.44,396,359.91,656.86,999.26,0.3572,1.1003,0.014,0.012,334.6,360.6,319.1,0.5,0.022,11,
8442,2/11/2013,20:42:54,37.867,-122.267,95,1010,51.83,20.7,140.79,400.5,359.97,654.82,994.28,0.3515,1.1126,0.01,0.003,337.9,354.3,328.2,0.5,0.025,11,
8442,2/11/2013,20:43:09,37.867,-122.267,95,1011,51.84,20.8,140.85,400.33,359.99,651.62,982.03,0.3518,1.1121,0.002,0.002,337.6,354.4,327.7,0.49,0.033,11,
8442,2/11/2013,20:43:24,37.867,-122.267,95,1011,51.84,20.9,141.42,400.04,361.16,659.35,1005.97,0.3535,1.1076,0.01,0.006,336.6,356.6,324.7,0.51,0.018,11,
8442,2/11/2013,20:43:37,37.867,-122.267,95,1011,51.85,21,140.42,399.96,360.31,657.41,999.13,0.3511,1.1101,0.01,0.008,338,355.3,327.7,0.5,0.022,11,
8442,2/11/2013,20:47:01,37.867,-122.267,95,1012,51.93,21.8,137.58,397.06,356.16,653.43,988.51,0.3465,1.1148,0.01,0.006,340.1,352,333,0.49,0.028,12,
8442,2/11/2013,20:47:19,37.867,-122.267,95,1012,51.93,21.8,138.94,399.19,360.57,671.51,1015.11,0.3481,1.1071,0.006,0.003,339.1,355.9,329.1,0.5,0.012,12,
8442,2/11/2013,20:47:32,37.867,-122.267,95,1012,51.94,21.9,138.82,388,358.66,654.27,1000.31,0.3578,1.0818,0.006,0.008,333.2,368.9,312,0.51,0.021,12,
8442,2/11/2013,20:47:46,37.867,-122.267,95,1012,51.95,21.9,139.05,394.25,358.07,659.16,1000.92,0.3527,1.1011,0.014,0.012,336.2,358.9,322.7,0.5,0.021,12,
8442,2/11/2013,20:48:00,37.867,-122.267,95,1011,51.95,21.9,138.01,397.53,357.89,664.78,1014.03,0.3472,1.1107,0.007,0.003,339.5,354,330.9,0.51,0.013,12,
8442,2/11/2013,20:48:13,37.867,-122.267,95,1012,51.96,21.9,139.59,398.8,359.61,672.46,1021.88,0.35,1.109,0.002,0.003,337.7,354.7,327.6,0.5,0.008,12,
8442,2/11/2013,20:48:27,37.867,-122.267,95,1012,51.96,21.9,139.05,399.94,359.5,667.07,1013.41,0.3477,1.1125,0.004,0.002,339.1,352.9,330.9,0.5,0.013,12,
8442,2/11/2013,20:51:28,37.867,-122.267,95,1011,52.05,22.3,137.18,391.21,356.54,661.09,1004.81,0.3507,1.0972,0.002,0.003,336.6,359.9,322.8,0.5,0.018,13,
8442,2/11/2013,20:51:40,37.867,-122.267,95,1012,52.05,22.4,137.45,394.64,357.32,665.83,1015.37,0.3483,1.1045,0.003,0.003,337.9,356.1,327.2,0.51,0.012,13,
8442,2/11/2013,20:51:51,37.867,-122.267,95,1012,52.06,22.4,137.24,395.97,357.76,668.39,1021.46,0.3466,1.1068,0.005,0.002,338.9,354.8,329.5,0.51,0.008,13,
8442,2/11/2013,20:52:02,37.867,-122.267,95,1012,52.07,22.5,137.19,390.02,356.91,662.45,1008.48,0.3518,1.0928,0.002,0.003,335.8,362,320.2,0.5,0.016,13,
8442,2/11/2013,20:52:15,37.867,-122.267,95,1012,52.07,22.6,136.17,395.02,355.68,661.8,1007.18,0.3447,1.1106,0.006,0.004,340,352.8,332.4,0.5,0.017,13,
8442,2/11/2013,20:52:27,37.867,-122.267,95,1012,52.08,22.6,136.85,393.42,356.74,668.11,1020.06,0.3479,1.1028,0.004,0.003,338,356.7,326.9,0.51,0.009,13,
8442,2/11/2013,20:52:38,37.867,-122.267,95,1012,52.08,22.7,136.78,394.9,356.81,670.3,1023.16,0.3464,1.1068,0.005,0.001,338.9,354.6,329.5,0.51,0.007,13,
8442,2/12/2013,22:13:23,37.867,-122.267,95,1016,57.4,18.5,45.87,142.52,147.32,278.49,579.24,0.3318,0.9727,0.304,0.163,301.5,364.9,263.8,0.71,0.312,14,
8442,2/12/2013,22:13:41,37.867,-122.267,95,1016,57.43,18.6,55.96,179.23,183.87,362.01,765.44,0.3134,0.9729,0.047,0.068,311.7,364.4,280.4,0.79,0.162,14,
8442,2/12/2013,22:13:56,37.867,-122.267,95,1016,57.45,18.6,53.74,173.13,181.91,354.53,740.43,0.3104,0.9518,0.03,0.017,313.2,374.9,276.5,0.76,0.179,14,
8442,2/12/2013,22:14:08,37.867,-122.267,95,1016,57.48,18.7,55.58,178.52,180.93,354.93,752.21,0.3113,0.9869,0.017,0.018,312.5,356.8,286.1,0.78,0.171,14,
8442,2/12/2013,22:14:23,37.867,-122.267,95,1016,57.5,18.7,39.41,129.64,128.43,246.37,522.97,0.3035,1.011,0.103,0.064,316.9,344.6,300.5,0.71,0.366,14,
8442,2/12/2013,22:14:35,37.867,-122.267,95,1016,57.52,18.7,41.15,150.51,145.78,282.55,594.61,0.2743,1.0337,0.082,0.037,335.3,333.3,336.4,0.72,0.297,14,
8442,2/12/2013,22:15:31,37.867,-122.267,95,1016,57.62,19,57.98,194.42,190.84,405.33,869.84,0.2982,1.0188,0.004,0.005,319,339.4,306.8,0.83,0.092,15,
8442,2/12/2013,22:15:46,37.867,-122.267,95,1016,57.65,19.1,57.73,195.22,191.44,407.07,876.99,0.2957,1.0197,0.006,0.002,320.3,338.6,309.4,0.84,0.088,15,
8442,2/12/2013,22:15:58,37.867,-122.267,95,1016,57.67,19.2,58.29,196.61,192.88,406.92,871.27,0.2965,1.0193,0.003,0.004,319.6,338.6,308.3,0.83,0.091,15,
8442,2/12/2013,22:16:13,37.867,-122.267,95,1016,57.7,19.3,57.82,194.77,191.96,407.77,876.89,0.2969,1.0146,0.009,0.011,319.1,340.5,306.4,0.83,0.087,15,
8442,2/12/2013,22:16:25,37.867,-122.267,95,1016,57.72,19.4,57.73,195.92,191.77,407.89,878.65,0.2947,1.0217,0.002,0.003,320.2,336.9,310.4,0.84,0.086,15,
8442,2/12/2013,22:16:47,37.867,-122.267,95,1017,57.76,19.5,56.1,192.56,188.71,401.84,871.74,0.2914,1.0204,0.021,0.001,321.9,337,313,0.84,0.09,15,
8442,2/12/2013,22:18:07,37.867,-122.267,95,1017,57.9,19.9,56.06,191.76,189.4,404.48,874.75,0.2923,1.0125,0.005,0.005,319.9,339.1,308.5,0.84,0.088,16,
8442,2/12/2013,22:18:32,37.867,-122.267,95,1017,57.95,19.8,55.67,191.14,188.64,403.52,872.98,0.2912,1.0133,0.009,0.005,320.1,338.2,309.4,0.83,0.089,16,
8442,2/12/2013,22:18:50,37.867,-122.267,95,1017,57.98,19.8,55.41,192.29,189.31,406.66,872.41,0.2881,1.0157,0.008,0.004,321.8,336.6,312.9,0.82,0.089,16,
8442,2/12/2013,22:19:07,37.867,-122.267,95,1017,58.01,19.8,55.42,190.44,188.5,407.21,877.85,0.291,1.0103,0.001,0.001,319.7,338.9,308.2,0.83,0.086,16,
8442,2/12/2013,22:19:19,37.867,-122.267,95,1016,58.03,19.7,54.65,187.6,186.58,400.55,859.78,0.2913,1.0055,0.013,0.015,319.3,341.1,306.3,0.82,0.097,16,
8442,2/12/2013,22:19:37,37.867,-122.267,95,1016,58.07,19.7,54.5,188.54,186.5,397.83,858.48,0.2891,1.011,0.003,0.001,320.4,338,309.9,0.82,0.098,16,
8442,2/12/2013,22:20:33,37.867,-122.267,95,1016,58.17,19.5,54,186.5,185.83,403.02,875.59,0.2895,1.0036,0.005,0.006,319.1,340.4,306.4,0.84,0.087,17,
8442,2/12/2013,22:20:47,37.867,-122.267,95,1016,58.2,19.5,53.34,186.15,184.42,403.08,878.94,0.2866,1.0094,0.003,0.003,320.7,337.3,310.8,0.84,0.085,17,
8442,2/12/2013,22:21:03,37.867,-122.267,95,1016,58.23,19.5,53.08,185.41,183.78,399.73,864.83,0.2863,1.0089,0.005,0.004,320.6,337.2,310.7,0.83,0.093,17,
8442,2/12/2013,22:21:15,37.867,-122.267,95,1016,58.25,19.5,52.95,185.61,183.63,399.79,864.46,0.2853,1.0108,0.003,0.004,321,336,312.1,0.82,0.094,17,
8442,2/12/2013,22:21:27,37.867,-122.267,95,1017,58.27,19.5,52.99,184.93,183.32,402.22,869.62,0.2865,1.0088,0.007,0.004,320,336.6,310.1,0.83,0.09,17,
8442,2/12/2013,22:21:39,37.867,-122.267,95,1017,58.29,19.6,51.85,183.15,181.6,394.87,840.84,0.2832,1.0085,0.026,0.015,321.9,336.5,313.1,0.8,0.108,17,
8442,2/12/2013,22:21:56,37.867,-122.267,95,1017,58.32,19.6,47.88,168.67,169.78,353.69,771.07,0.2839,0.9933,0.038,0.006,321.1,343.5,307.8,0.81,0.154,17,
8442,2/12/2013,22:22:09,37.867,-122.267,95,1017,58.35,19.6,52.62,183.11,183.29,402.05,870.49,0.2874,0.999,0.011,0.012,318.6,340.4,305.7,0.83,0.09,17,
8442,2/12/2013,22:23:19,37.867,-122.267,95,1017,58.48,19.9,35.81,108.04,131.2,273.53,589.83,0.3314,0.8237,0.023,0.079,291.8,431.6,208.8,0.73,0.293,18,
8442,2/12/2013,22:23:38,37.867,-122.267,95,1018,58.52,20,49.83,174.07,177.09,390.06,845.31,0.2864,0.983,0.03,0.03,317.6,346.1,300.6,0.82,0.104,18,
8442,2/12/2013,22:23:52,37.867,-122.267,95,1018,58.54,20.1,51.04,178.73,179.6,398.91,860.84,0.2856,0.9952,0.004,0.002,317.9,339.9,304.8,0.81,0.095,18,
8442,2/12/2013,22:24:04,37.867,-122.267,95,1018,58.56,20.1,49.47,169.33,175.67,376.11,810.46,0.2922,0.9641,0.022,0.021,313.6,354.8,289,0.8,0.126,18,
8442,2/12/2013,22:24:16,37.867,-122.267,95,1018,58.59,20.2,50.08,178.28,178.03,395.62,850.18,0.2809,1.0014,0.007,0.001,320.4,336.4,310.9,0.8,0.101,18,
8442,2/12/2013,22:24:28,37.867,-122.267,95,1018,58.61,20.2,49.58,176.94,177.03,388.47,835.92,0.2802,0.9995,0.004,0.008,320.6,337,310.8,0.8,0.11,18,
8442,2/12/2013,22:24:40,37.867,-122.267,95,1018,58.63,20.3,49.29,172.65,174.74,387.49,845.67,0.2855,0.9881,0.018,0.019,317,342.2,302,0.82,0.104,18,
8442,2/12/2013,22:26:09,37.867,-122.267,95,1017,58.8,20.5,49.75,178.49,179.17,405.09,887.31,0.2787,0.9962,0.005,0.002,319.6,336.4,309.7,0.83,0.078,19,
8442,2/12/2013,22:26:25,37.867,-122.267,95,1017,58.83,20.5,50.25,179.33,181.03,410.64,901.04,0.2802,0.9906,0.002,0.002,318.4,338.7,306.3,0.84,0.07,19,
8442,2/12/2013,22:26:43,37.867,-122.267,95,1017,58.87,20.5,49.89,179.35,180.72,405.04,883.24,0.2782,0.9924,0.009,0.006,319.3,337.4,308.6,0.83,0.081,19,
8442,2/12/2013,22:26:55,37.867,-122.267,95,1017,58.89,20.5,49.05,177.69,178.41,399.33,867.78,0.2761,0.996,0.01,0.007,320.5,335.4,311.6,0.82,0.09,19,
8442,2/12/2013,22:27:08,37.867,-122.267,95,1017,58.91,20.5,49.05,176.18,178.24,400.47,874.19,0.2784,0.9885,0.014,0.017,318.7,338.8,306.8,0.82,0.086,19,
8442,2/12/2013,22:27:20,37.867,-122.267,95,1017,58.94,20.5,49.14,175.58,178.88,401.63,883.4,0.2799,0.9815,0.014,0.006,317.5,341.8,303.1,0.84,0.08,19,
8442,2/12/2013,22:28:47,37.867,-122.267,95,1016,59.11,20.5,48.33,175.88,178.21,410.2,910.78,0.2748,0.987,0.005,0.003,319.1,337.2,308.4,0.85,0.064,20,
8442,2/12/2013,22:29:21,37.867,-122.267,95,1016,59.17,20.4,47.96,174.44,177.62,408.49,905.65,0.275,0.9821,0.001,0.006,318.4,338.8,306.2,0.85,0.067,20,
8442,2/12/2013,22:29:40,37.867,-122.267,95,1016,59.21,20.4,47.27,173.47,175.96,397.93,880.15,0.2725,0.9859,0.009,0.006,319.6,336.5,309.5,0.84,0.082,20,
8442,2/12/2013,22:30:00,37.867,-122.267,95,1016,59.25,20.3,47.37,173.86,176.48,409.95,917.54,0.2724,0.9851,0.001,0.001,319.2,336.4,309,0.86,0.06,20,
8442,2/12/2013,22:30:12,37.867,-122.267,95,1016,59.27,20.3,47.27,173.54,176.37,410.89,915.75,0.2724,0.984,0.003,0.003,319,336.7,308.5,0.85,0.061,20,
8442,2/12/2013,22:32:19,37.867,-122.267,95,1016,59.52,20.2,44.03,156.78,165.41,386.17,865.16,0.2809,0.9479,0.015,0.011,311.1,351,287.4,0.84,0.089,21,
8442,2/12/2013,22:32:45,37.867,-122.267,95,1016,59.57,20.3,45.78,170.22,174.39,412.3,923.49,0.2689,0.976,0.007,0.005,318.1,336.8,307.1,0.85,0.056,21,
8442,2/12/2013,22:32:58,37.867,-122.267,95,1016,59.6,20.3,42.47,150.18,162.44,378.23,844.25,0.2829,0.9247,0.025,0.028,309.1,361.6,277.9,0.83,0.102,21,
8442,2/12/2013,22:33:11,37.867,-122.267,95,1016,59.63,20.3,45.05,166.93,172.5,407.67,916.25,0.2699,0.9677,0.005,0.005,317,340.1,303.3,0.86,0.06,21,
8442,2/12/2013,22:33:23,37.867,-122.267,95,1016,59.65,20.3,45.66,170.19,174.74,414.73,931.17,0.2683,0.974,0.004,0.004,317.8,336.8,306.5,0.86,0.052,21,
8442,2/12/2013,22:35:13,37.867,-122.267,95,1016,59.87,20.5,43.36,164.09,170.48,406.99,913.58,0.2643,0.9626,0.016,0.016,318.1,339.6,305.4,0.85,0.061,22,
8442,2/12/2013,22:35:26,37.867,-122.267,95,1016,59.9,20.5,43.91,166.33,171.99,415.53,932.05,0.264,0.9671,0.003,0.002,318.1,337.1,306.8,0.85,0.051,22,
8442,2/12/2013,22:35:37,37.867,-122.267,95,1016,59.92,20.6,43.56,165.43,170.8,413.24,926.86,0.2633,0.9685,0.005,0.003,318.2,336.1,307.6,0.85,0.054,22,
8442,2/12/2013,22:35:49,37.867,-122.267,95,1016,59.94,20.6,43.24,164.42,169.8,411.66,924.58,0.263,0.9683,0.004,0.005,318.2,335.9,307.7,0.85,0.055,22,
8442,2/12/2013,22:35:59,37.867,-122.267,95,1016,59.96,20.6,42.84,163.09,168.92,406.93,913.9,0.2627,0.9655,0.005,0.002,318.2,337,307.1,0.85,0.061,22,
8442,2/12/2013,22:36:12,37.867,-122.267,95,1016,59.99,20.7,42.26,160.56,167.6,398.61,895.46,0.2632,0.9581,0.01,0.007,317.6,340.2,304.1,0.84,0.071,22,
8442,2/12/2013,22:38:41,37.867,-122.267,95,1016,60.29,20.9,40.54,157.13,163.91,405.33,920.83,0.258,0.9587,0.01,0.008,317.8,336.1,306.9,0.85,0.056,23,
8442,2/12/2013,22:38:54,37.867,-122.267,95,1016,60.32,21,39.73,154.54,163.05,400.15,904.1,0.2572,0.9478,0.033,0.016,318.1,341,304.5,0.84,0.065,23,
8442,2/12/2013,22:39:09,37.867,-122.267,95,1016,60.35,21,40.38,156.82,164.14,409.18,932.86,0.2575,0.9554,0.005,0.006,317.6,336.9,306.1,0.86,0.05,23,
8442,2/12/2013,22:39:20,37.867,-122.267,95,1016,60.37,21,40.03,156.12,163.4,407.64,928.37,0.2564,0.9555,0.008,0.004,318,336.6,307,0.86,0.052,23,
8442,2/12/2013,22:39:31,37.867,-122.267,95,1016,60.4,21,39.82,156.14,163.23,405.73,925.28,0.255,0.9566,0.004,0.004,318.7,335.8,308.5,0.86,0.054,23,
8442,2/12/2013,22:39:49,37.867,-122.267,95,1016,60.43,21,39.48,154.84,163.05,408.13,928.42,0.255,0.9496,0.018,0.007,318.3,338.7,306.3,0.85,0.052,23,
8442,2/12/2013,22:41:52,37.867,-122.267,95,1016,60.69,21,33.52,138.88,153.32,376.94,860.08,0.241,0.9072,0.123,0.065,325.1,356,306.8,0.84,0.089,24,
8442,2/12/2013,22:42:04,37.867,-122.267,95,1016,60.71,21,37.96,152.37,159.79,399.96,915.09,0.2491,0.9536,0.003,0.002,319.3,333.2,311,0.85,0.058,24,
8442,2/12/2013,22:42:15,37.867,-122.267,95,1016,60.74,21,34.54,139.07,149.47,351.11,819.82,0.2486,0.9318,0.059,0.048,319.4,343.3,305.2,0.85,0.112,24,
8442,2/12/2013,22:42:28,37.867,-122.267,95,1015,60.76,21,37.92,150.4,159.62,404.11,931.78,0.2521,0.9422,0.01,0.009,316.8,338.1,304.1,0.86,0.05,24,
8442,2/12/2013,22:42:41,37.867,-122.267,95,1015,60.79,20.9,28.44,130.72,130.48,307.82,697.98,0.217,1.0051,0.184,0.072,341.6,308.6,361.2,0.78,0.191,24,
8442,2/12/2013,22:42:53,37.867,-122.267,95,1015,60.82,20.9,36.66,148.79,156.52,400.24,921.61,0.2464,0.9506,0.009,0.002,320.1,333.4,312.2,0.86,0.055,24,
8442,2/12/2013,22:43:04,37.867,-122.267,95,1015,60.84,20.9,36.64,147.44,155.91,401.74,929.45,0.2485,0.9457,0.003,0.001,318.4,335.4,308.3,0.87,0.051,24,
8442,2/12/2013,22:45:47,37.867,-122.267,95,1015,61.18,20.4,34.61,143.32,152.73,396.87,920.4,0.2415,0.9384,0.008,0.005,319.4,334.4,310.5,0.86,0.055,25,
8442,2/12/2013,22:46:01,37.867,-122.267,95,1016,61.21,20.4,35.08,143.68,153.7,395.92,915.23,0.2442,0.9348,0.006,0.002,317.2,335.6,306.3,0.85,0.057,25,
8442,2/12/2013,22:46:15,37.867,-122.267,95,1015,61.24,20.3,34.74,142.73,153.55,400.36,926.08,0.2434,0.9295,0.007,0.006,317.4,337.9,305.3,0.85,0.052,25,
8442,2/12/2013,22:46:28,37.867,-122.267,95,1016,61.27,20.3,31.72,130.1,140.66,365.86,848.39,0.2438,0.9249,0.015,0.017,316.8,339.6,303.3,0.84,0.094,25,
8442,2/12/2013,22:46:41,37.867,-122.267,95,1015,61.3,20.3,34.6,143.09,153.27,402.45,931.74,0.2418,0.9336,0.002,0.001,317.9,335.2,307.7,0.85,0.049,25,
8442,2/12/2013,22:46:58,37.867,-122.267,95,1016,61.33,20.3,34.68,143.64,154.34,400.87,920.86,0.2414,0.9307,0.007,0.004,317.8,336,306.9,0.84,0.054,25,
8442,2/12/2013,22:50:59,37.867,-122.267,95,1015,61.85,20.7,30.79,131.88,143.07,371.99,869.68,0.2335,0.9218,0.02,0.01,317.5,333.4,308,0.84,0.08,26,
8442,2/12/2013,22:51:37,37.867,-122.267,95,1015,61.94,20.7,30.06,131.61,141.9,377.7,882.09,0.2284,0.9275,0.029,0.015,320.1,329.6,314.5,0.84,0.073,26,
8442,2/12/2013,22:53:00,37.867,-122.267,95,1016,62.12,20.8,29.88,130.07,142.76,388.92,914.17,0.2297,0.9111,0.007,0,317.1,334.8,306.6,0.85,0.056,26,
8442,2/12/2013,22:54:15,37.867,-122.267,95,1017,62.28,21,28.7,123.77,139.4,370.14,871.51,0.2319,0.8879,0.004,0.007,313.7,343.6,296,0.84,0.078,26,
8442,2/12/2013,22:54:37,37.867,-122.267,95,1017,62.33,21,28.64,126.07,141.33,388.23,899.65,0.2272,0.892,0.01,0.014,316.4,340.9,301.8,0.82,0.063,26,
8442,2/12/2013,22:55:19,37.867,-122.267,95,1017,62.43,21.1,28.53,127.94,140.77,389.99,919.92,0.223,0.9089,0.01,0.002,318.3,331.6,310.5,0.85,0.052,26,
8442,2/12/2013,22:55:55,37.867,-122.267,95,1017,62.51,21.2,25.26,109.46,125.34,314.5,728.15,0.2306,0.8729,0.018,0.021,312.1,347.8,290.9,0.77,0.161,26,
8442,2/12/2013,22:56:28,37.867,-122.267,95,1017,62.58,21.3,27.43,123.72,137.92,389.39,925.99,0.2217,0.8971,0.006,0.003,317.5,335.1,307,0.85,0.049,26,
